主持人,庐之声-陈旷,http://www.hunliji.com/exhibit/merchants/6413?sort=default,1,1,电话：18715050807微博：励志减到130的陈旷,
主持人,金话筒楠俊,http://www.hunliji.com/exhibit/merchants/3774?sort=default,0,1,电话：1811952222518119522225微博：金话筒楠俊,
主持人,司仪陈有强,http://www.hunliji.com/exhibit/merchants/3775?sort=default,0,1,电话：1373929863013739298630微博：小寳319,
主持人,司仪小涂,http://www.hunliji.com/exhibit/merchants/3821?sort=default,0,1,电话：1801958724818019587248微博：合肥司仪涂老师,
主持人,主持人小坤哥,http://www.hunliji.com/exhibit/merchants/3698?sort=default,0,1,电话：1385516118413855161184微博：主持人小坤哥,
主持人,合肥主持人何叶青,http://www.hunliji.com/exhibit/merchants/3537?sort=default,0,1,电话：1307555678813075556788微博：合肥主持人何叶青,
主持人,婚礼主持人钱程,http://www.hunliji.com/exhibit/merchants/3706?sort=default,0,1,电话：1525697258915256972589微博：婚礼主持人钱程,
主持人,尚礼婚礼主持人吴翔,http://www.hunliji.com/exhibit/merchants/3701?sort=default,0,1,电话：1386679655513866796555微博：尚礼婚礼主持人吴翔,
主持人,合肥婚礼司仪丁叮,http://www.hunliji.com/exhibit/merchants/3696?sort=default,0,1,电话：1555695303215556953032微博：合肥婚礼司仪丁叮,
主持人,主持人东东,http://www.hunliji.com/exhibit/merchants/3631?sort=default,0,1,电话：1320560501813205605018微博：13205605018,
主持人,大嘴婚礼司仪工作室,http://www.hunliji.com/exhibit/merchants/3707?sort=default,0,1,电话：1395600648713956006487微博：大嘴婚礼司仪工作室,
主持人,婚礼主持人彭杰,http://www.hunliji.com/exhibit/merchants/3705?sort=default,0,1,电话：1386672399213866723992微博：合肥婚礼主持彭J,
主持人,司仪吴彦虎,http://www.hunliji.com/exhibit/merchants/3703?sort=default,0,1,电话：1865635885018656358850微博：司仪吴彦虎,
主持人,金话筒MC阿乐,http://www.hunliji.com/exhibit/merchants/3702?sort=default,0,1,电话：1505570523615055705236微博：金话筒MC阿乐,
主持人,主持人东伟,http://www.hunliji.com/exhibit/merchants/3700?sort=default,0,1,电话：1539513841315395138413微博：主持人东伟,
主持人,歌手主持人赵广志,http://www.hunliji.com/exhibit/merchants/3699?sort=default,0,1,电话：1895517746818955177468微博：歌手主持人赵广志,
主持人,合肥婚礼司仪李晓辉,http://www.hunliji.com/exhibit/merchants/3697?sort=default,0,1,电话：1373928809513739288095微博：合肥婚礼司仪李晓辉,
主持人,司仪王涛,http://www.hunliji.com/exhibit/merchants/3695?sort=default,0,1,电话：1386610168413866101684微博：,
主持人,司仪阿周先生,http://www.hunliji.com/exhibit/merchants/3535?sort=default,0,1,电话：1303405306613034053066微博：司仪阿周先生,
主持人,婚礼主持人田胜,http://www.hunliji.com/exhibit/merchants/3533?sort=default,0,1,电话：1301307824313013078243微博：婚礼主持人田胜,
主持人,合肥司仪小雨,http://www.hunliji.com/exhibit/merchants/3632?sort=default,0,1,电话：1330551100913305511009微博：合肥司仪小雨,
主持人,合肥主持人卢杉,http://www.hunliji.com/exhibit/merchants/3536?sort=default,0,1,电话：1865515239718655152397微博：合肥主持人卢杉,
主持人,主持人方伟睿,http://www.hunliji.com/exhibit/merchants/3534?sort=default,0,1,电话：1386676166313866761663微博：主持人方伟睿,
主持人,合肥司仪郭老师,http://www.hunliji.com/exhibit/merchants/396?sort=default,0,1,电话：1335560923813355609238微博：郭老师,
主持人,海之声（安徽）婚礼主持人：徐筱,http://www.hunliji.com/exhibit/merchants/8365?sort=default,1,1,电话：13045555591微博：,
主持人,庐之声-主持人玉清,http://www.hunliji.com/exhibit/merchants/6169?sort=default,0,0,电话：18019978881微博：635859006,
主持人,司仪纪良 尚礼司仪联盟,http://www.hunliji.com/exhibit/merchants/4692?sort=default,0,0,电话：1885515599918855155999微博：尚礼文化-纪良,
主持人,俊腾,http://www.hunliji.com/exhibit/merchants/3704?sort=default,0,0,电话：1333928736913339287369微博：合肥婚礼主持--俊腾,
婚礼策划,皇马精致婚礼(苏格文化）,http://www.hunliji.com/exhibit/merchants/3576?sort=default,4,34,电话：0551-6469382313865980048微博：合肥皇马婚庆,
婚礼策划,纪念日高端婚礼,http://www.hunliji.com/exhibit/merchants/3562?sort=default,4,32,电话：18019579249微博：纪念日高端婚礼,
婚礼策划,豪门婚礼,http://www.hunliji.com/exhibit/merchants/3780?sort=default,2,10,电话：0551-6469456913485739102微博：http://hfhmhl.i.sohu.com/,
婚礼策划,喜来也创意婚典,http://www.hunliji.com/exhibit/merchants/10076?sort=default,1,4,电话：18056063263微博：,
婚礼策划,完美婚典婚礼策划中心,http://www.hunliji.com/exhibit/merchants/3751?sort=default,1,6,电话：13956955642微博：合肥市完美婚典婚礼策划中心,
婚礼策划,兰梦婚礼,http://www.hunliji.com/exhibit/merchants/3578?sort=default,0,2,电话：0551-628758610551-62875861微博：合肥兰梦婚礼,
婚礼策划,喜帖镇婚礼会馆,http://www.hunliji.com/exhibit/merchants/5999?sort=default,1,9,电话：13635698587微博：喜帖镇婚礼会馆,
婚礼策划,Darling-婚礼定制,http://www.hunliji.com/exhibit/merchants/389?sort=default,1,21,电话：0551-6266555718656547230微博：Darling时尚婚礼顾问,
婚礼策划,花蕾品质婚礼,http://www.hunliji.com/exhibit/merchants/9340?sort=default,1,3,电话：0551-62654652157205164微博：花蕾品质婚礼,
婚礼策划,慕斯婚礼,http://www.hunliji.com/exhibit/merchants/7321?sort=default,1,4,电话：18919659682微博：合肥慕斯婚礼策划中心,
婚礼策划,壹婚礼工作室,http://www.hunliji.com/exhibit/merchants/4996?sort=default,0,2,电话：0551-6515983513966770629微博：壹户文化创意工作室,
婚礼策划,元品婚礼中心,http://www.hunliji.com/exhibit/merchants/3755?sort=default,0,2,电话：1539500063415395000634微博：元品婚礼中心,
婚礼策划,一世缘婚礼顾问,http://www.hunliji.com/exhibit/merchants/3542?sort=default,0,2,电话：0551-626581180551-62658118微博：一世缘婚礼顾问,
婚礼策划,他她婚礼,http://www.hunliji.com/exhibit/merchants/3752?sort=default,0,2,电话：40000645214000064521微博：他她婚礼,
婚礼策划,百利个性婚礼服务,http://www.hunliji.com/exhibit/merchants/3677?sort=default,0,2,电话：1363707053313637070533微博：合肥百利个性婚礼服务,
婚礼策划,金色浪漫婚礼,http://www.hunliji.com/exhibit/merchants/3784?sort=default,0,2,电话：40006095204000609520微博：合肥金色浪漫婚礼,
婚礼策划,欢喜创意,http://www.hunliji.com/exhibit/merchants/3782?sort=default,0,1,电话：0551-655967580551-65596758微博：如故文化,
